id_del_portafolio,referencia_del_proceso,entidad,departamento_entidad,ciudad_entidad,modalidad_de_contratacion,tipo_de_contrato,estado_del_procedimiento,precio_base,valor_total_adjudicacion,proveedores_unicos_con,duracion,unidad_de_duracion,fecha_de_publicacion_del
CO1.BDOS.5291423,SSP-MC-080-2023,MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Mínima cuantía,Obra,Seleccionado,32480000,31926924,1,8,día(s),2023-12-11T00:00:00.000
CO1.BDOS.5275810,MC 060-2023,ALCALDIA MUNICIPAL DE CHIA,Cundinamarca,Chía,Mínima cuantía,Obra,Seleccionado,51594064,47904129,2,0,día(s),2023-12-06T00:00:00.000
CO1.BDOS.5209750,SAMC-053-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE ZIPAQUIRA,Cundinamarca,Zipaquirá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,74000000,73977121,1,15,día(s),2023-12-06T00:00:00.000
CO1.BDOS.5201122,SAMC_29_2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE VILLETA,Cundinamarca,Villeta,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,302262600,249761601,1,16,día(s),2023-12-05T00:00:00.000
CO1.BDOS.5219529,SAMC 029-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE ALBAN,Cundinamarca,Albán,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,262128626,262122942,1,30,día(s),2023-12-05T00:00:00.000
CO1.BDOS.5203479,SAMC-30-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE VILLETA,Cundinamarca,Villeta,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,296618822,296618821,1,15,día(s),2023-12-05T00:00:00.000
CO1.BDOS.5264864,IPMC 060-2023,MUNICIPIO DE ALBAN,Cundinamarca,Albán,Mínima cuantía,Obra,Seleccionado,10318475,10317776,1,2,Mes(es),2023-12-04T00:00:00.000
CO1.BDOS.5242086,MA-SAMC-OED-SP-019-2023 (Presentación de oferta),ALCALDIA MUNICIPIO DE ANOLAIMA,Cundinamarca,Anolaima,Seleccion Abreviada Menor Cuantia Sin Manifestacion Interes,Obra,Seleccionado,200000000,191622848,3,60,día(s),2023-12-01T00:00:00.000
CO1.BDOS.5242086,MA-SAMC-OED-SP-019-2023 (Presentación de oferta),ALCALDIA MUNICIPIO DE ANOLAIMA,Cundinamarca,Anolaima,Seleccion Abreviada Menor Cuantia Sin Manifestacion Interes,Obra,Seleccionado,200000000,191622848,3,60,día(s),2023-12-01T00:00:00.000
CO1.BDOS.5194447,SAMC-052-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE ZIPAQUIRA,Cundinamarca,Zipaquirá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,454000000,453519057,1,15,día(s),2023-12-01T00:00:00.000
CO1.BDOS.5182729,SAMC-050-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE ZIPAQUIRA,Cundinamarca,Zipaquirá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,451650645,451650645,1,15,día(s),2023-11-30T00:00:00.000
CO1.BDOS.5171981,SAMC-051-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE ZIPAQUIRA,Cundinamarca,Zipaquirá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,170000000,168515771,1,15,día(s),2023-11-30T00:00:00.000
CO1.BDOS.5085021,LIC 001 ESPT 2023 (Fase de Selección (Presentación de ofertas)),EMPRESA DE SERVICIOS PUBLICOS DE TOCANCIPA S.A. E.S.P.,Cundinamarca,Tocancipá,Licitación pública Obra Publica,Obra,Seleccionado,25148359268,25116584000,2,12,Mes(es),2023-11-29T00:00:00.000
CO1.BDOS.5236753,MC 057 DE 2023,ALCALDIA MUNICIPAL DE CHIA,Cundinamarca,Chía,Mínima cuantía,Obra,Seleccionado,51982752,48343959,4,20,día(s),2023-11-28T00:00:00.000
CO1.BDOS.5237304,FACATATIVA-MC-068-23,ALCALDIA MUNICIPAL DE FACATATIVA,Cundinamarca,Facatativá,Mínima cuantía,Obra,Seleccionado,52039000,46280000,6,7,día(s),2023-11-28T00:00:00.000
CO1.BDOS.5111853,MA-SAMC-OPITPH-SP-015-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE ANOLAIMA,Cundinamarca,Anolaima,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,134418577,133075407,2,2,Mes(es),2023-11-28T00:00:00.000
CO1.BDOS.5228161,ESAP -TCUN MIN 006 DE 2023,ESAP TERRITORIAL CUNDINAMARCA,Cundinamarca,Fusagasugá,Mínima cuantía,Obra,Seleccionado,9274289,7962815,1,8,día(s),2023-11-27T00:00:00.000
CO1.BDOS.5146481,SAMC 028-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE ALBAN,Cundinamarca,Albán,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,262059364,262044039,1,2,Mes(es),2023-11-24T00:00:00.000
CO1.BDOS.5217501,CUN-MC-07-2023,INSTITUTO COLOMBIANO AGROPECUARIO - SECCIONAL CUNDINAMARCA,Cundinamarca,Mosquera,Mínima cuantía,Obra,Seleccionado,10800000,10800000,1,30,día(s),2023-11-24T00:00:00.000
CO1.BDOS.5121954,SIOP-SAMC-0005-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDÍA MUNICIPAL COTA,Cundinamarca,Cota,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,500000000,455000256,2,0,día(s),2023-11-24T00:00:00.000
CO1.BDOS.5157983,SAMC 28 DE 2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE VILLETA,Cundinamarca,Villeta,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,171993848,171993848,1,30,día(s),2023-11-23T00:00:00.000
CO1.BDOS.5110854,LP-005-2023 (Fase de Selección (Presentación de ofertas)),ALCALDIA DE TABIO,Cundinamarca,Tabio,Licitación pública Obra Publica,Obra,Seleccionado,2154167045,2154056103,1,12,Mes(es),2023-11-22T00:00:00.000
CO1.BDOS.5137399,SAMC - 052 DE 2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SOACHA..,Cundinamarca,Soacha,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,545000000,545000000,1,1,Mes(es),2023-11-22T00:00:00.000
CO1.BDOS.5114256,SA 2023-0921 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,389157416,383335058,2,3,Mes(es),2023-11-21T00:00:00.000
CO1.BDOS.5167038,SOPI-MC-073-2023,MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Mínima cuantía,Obra,Seleccionado,31556639,31556639,2,20,día(s),2023-11-20T00:00:00.000
CO1.BDOS.5113804,SP-SAMC-011-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,169680931,165351645,1,0,día(s),2023-11-20T00:00:00.000
CO1.BDOS.5113804,SP-SAMC-011-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,169680931,165351645,1,0,día(s),2023-11-20T00:00:00.000
CO1.BDOS.5113804,SP-SAMC-011-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,169680931,165351645,1,0,día(s),2023-11-20T00:00:00.000
CO1.BDOS.5166894,SOPI-MC-074-2023,MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Mínima cuantía,Obra,Seleccionado,32480000,32480000,1,20,día(s),2023-11-20T00:00:00.000
CO1.BDOS.5166337,SOPI-MC-071-2023,MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Mínima cuantía,Obra,Seleccionado,15000000,15000000,1,20,día(s),2023-11-20T00:00:00.000
CO1.BDOS.5165552,SMC 024-2023,ALCALDIA MUNICIPIO DE NOCAIMA,Cundinamarca,Nocaima,Mínima cuantía,Obra,Seleccionado,30000000,27495614,2,30,día(s),2023-11-20T00:00:00.000
CO1.BDOS.5129453,SAMC 019-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE CHIA,Cundinamarca,Chía,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,180967226,180966352,4,1,Mes(es),2023-11-20T00:00:00.000
CO1.BDOS.5108101,SA 2023-0903 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000,94810747,11,45,día(s),2023-11-20T00:00:00.000
CO1.BDOS.5194760,IPMC-054-2023,ALCALDIA DE TABIO,Cundinamarca,Tabio,Mínima cuantía,Obra,Seleccionado,32477025,31974290,1,0,día(s),2023-11-20T00:00:00.000
CO1.BDOS.5027704,LP 007-2023 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPIO DE RICAURTE,Cundinamarca,Ricaurte,Licitación pública Obra Publica,Obra,Seleccionado,2158992101,2051948083,21,5,Mes(es),2023-11-20T00:00:00.000
CO1.BDOS.4992637,MA-SAMC-OPBA-SP-012-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE ANOLAIMA,Cundinamarca,Anolaima,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,210000000,204510001,1,2,Mes(es),2023-11-17T00:00:00.000
CO1.BDOS.5138186,IMRD SAMC 005 2023 (Presentación de oferta),INSTITUTO MUNICIPAL DE RECREACIÓN Y DEPORTES DE CHIA,Cundinamarca,Chía,Seleccion Abreviada Menor Cuantia Sin Manifestacion Interes,Obra,Seleccionado,94813726,94678097,2,0,día(s),2023-11-17T00:00:00.000
CO1.BDOS.5116310,SAMC_27_2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE VILLETA,Cundinamarca,Villeta,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,323410139,323410139,1,25,día(s),2023-11-17T00:00:00.000
CO1.BDOS.5108512,SAMC 013-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL TAUSA,Cundinamarca,Tausa,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,89293874,85811335,4,30,día(s),2023-11-17T00:00:00.000
CO1.BDOS.5111702,SAMC-049-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE ZIPAQUIRA,Cundinamarca,Zipaquirá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,349999999,349436633,1,1,Mes(es),2023-11-16T00:00:00.000
CO1.BDOS.5038389,MA-SAMC-OPITVU-SP-013-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE ANOLAIMA,Cundinamarca,Anolaima,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,181818852,174000250,5,3,Mes(es),2023-11-15T00:00:00.000
CO1.BDOS.5096273,SA  021 MT 2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE TOCANCIPA,Cundinamarca,Tocancipá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,81105687,81007320,2,30,día(s),2023-11-15T00:00:00.000
CO1.BDOS.5165462,IPMC 057-2023,MUNICIPIO DE ALBAN,Cundinamarca,Albán,Mínima cuantía,Obra,Seleccionado,29997559,29875377,2,1,Mes(es),2023-11-15T00:00:00.000
CO1.BDOS.5087243,SAMC-014-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE RICAURTE,Cundinamarca,Ricaurte,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,203559367,203559367,1,2,Mes(es),2023-11-14T00:00:00.000
CO1.BDOS.5158284,IMC-SP-035-2023,ALCALDIA MUNICIPIO DE ANOLAIMA,Cundinamarca,Anolaima,Mínima cuantía,Obra,Seleccionado,6274367,5350723,5,30,día(s),2023-11-13T00:00:00.000
CO1.BDOS.5143847,CONVOCATORIA 022,ESE HOSPITAL SAN RAFAEL DE FUSAGASUGÁ,Cundinamarca,Fusagasugá,Contratación régimen especial (con ofertas),Obra,Seleccionado,219980354907,219980354894,1,48,Mes(es),2023-11-08T00:00:00.000
CO1.BDOS.5128483,SMC 043-2023,ALCALDIA MUNICIPAL TAUSA,Cundinamarca,Tausa,Mínima cuantía,Obra,Seleccionado,22549869,18265394,2,10,día(s),2023-11-07T00:00:00.000
CO1.BDOS.5133525,017_2023,EMPRESAS PUBLICAS DE NILO S.A.S. E.S.P. - EMPUNILO S.A.S. E.S.P.,Cundinamarca,Nilo,Contratación régimen especial (con ofertas),Obra,Seleccionado,303821951,303813576,1,30,día(s),2023-11-07T00:00:00.000
CO1.BDOS.5076924,SAMC 23 DE 2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE VILLETA,Cundinamarca,Villeta,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,179939124,179939124,1,30,día(s),2023-11-03T00:00:00.000
CO1.BDOS.5067346,SAMC 013 -2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE COGUA,Cundinamarca,Cogua,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,71250549,68599688,1,1,Mes(es),2023-11-03T00:00:00.000
CO1.BDOS.5063074,SA 2023-0902 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,89999787,89979932,2,2,Mes(es),2023-11-02T00:00:00.000
CO1.BDOS.5121595,016_2023,EMPRESAS PUBLICAS DE NILO S.A.S. E.S.P. - EMPUNILO S.A.S. E.S.P.,Cundinamarca,Nilo,Contratación régimen especial (con ofertas),Obra,Seleccionado,201692171,201688703,1,40,día(s),2023-11-02T00:00:00.000
CO1.BDOS.5116895,CUN-MC-05-2023,INSTITUTO COLOMBIANO AGROPECUARIO - SECCIONAL CUNDINAMARCA,Cundinamarca,Mosquera,Mínima cuantía,Obra,Seleccionado,5620370,3345090,9,60,día(s),2023-11-02T00:00:00.000
CO1.BDOS.5037368,LICITACION PUBLICA 099-2023 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE ANAPOIMA/,Cundinamarca,No Definido,Licitación pública Obra Publica,Obra,Seleccionado,1095706571,1095698559,1,4,Mes(es),2023-10-31T00:00:00.000
CO1.BDOS.5109321,MC-071-2023,ALCALDIA MUNICIPAL DE PUERTO SALGAR,Cundinamarca,Puerto Salgar,Mínima cuantía,Obra,Seleccionado,20000000,19250000,2,25,día(s),2023-10-31T00:00:00.000
CO1.BDOS.5060635,SAMC 013-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE RICAURTE,Cundinamarca,Ricaurte,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,158294426,158294426,1,2,Mes(es),2023-10-30T00:00:00.000
CO1.BDOS.4994555,LP 2023-0882 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Licitación pública Obra Publica,Obra,Seleccionado,780656414,729512577,1,7,Mes(es),2023-10-30T00:00:00.000
CO1.BDOS.5044100,SA-MC-029-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE UBATE,Cundinamarca,Villa De San Diego De Ubate,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,270664680,270664680,1,0,día(s),2023-10-27T00:00:00.000
CO1.BDOS.5015355,SAMC 21 DE 2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE VILLETA,Cundinamarca,Villeta,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,58433954,58422833,2,45,día(s),2023-10-27T00:00:00.000
CO1.BDOS.5044100,SA-MC-029-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE UBATE,Cundinamarca,Villa De San Diego De Ubate,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,270664680,270664680,1,0,día(s),2023-10-27T00:00:00.000
CO1.BDOS.5065749,IMRD SAMC 004 2023 (Fase de ofertas),INSTITUTO MUNICIPAL DE RECREACIÓN Y DEPORTES DE CHIA,Cundinamarca,Chía,Seleccion Abreviada Menor Cuantia Sin Manifestacion Interes,Obra,Seleccionado,66760587,53550000,2,0,día(s),2023-10-26T00:00:00.000
CO1.BDOS.5008159,SAMC-009-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA DE TABIO,Cundinamarca,Tabio,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,200000000,198299463,3,3,día(s),2023-10-26T00:00:00.000
CO1.BDOS.5008159,SAMC-009-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA DE TABIO,Cundinamarca,Tabio,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,200000000,198299463,3,3,día(s),2023-10-26T00:00:00.000
CO1.BDOS.5089794,MC 2023-0913,ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Mínima cuantía,Obra,Seleccionado,23893962,23893962,3,2,Mes(es),2023-10-25T00:00:00.000
CO1.BDOS.5082534,SMIN-073-2023,ALCALDIA MUNICIPIO DE ZIPAQUIRA,Cundinamarca,Zipaquirá,Mínima cuantía,Obra,Seleccionado,51790842,51489844,2,1,Mes(es),2023-10-24T00:00:00.000
CO1.BDOS.5027085,SAMC 011-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE RICAURTE,Cundinamarca,Ricaurte,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,41979295,41979295,1,2,Mes(es),2023-10-24T00:00:00.000
CO1.BDOS.5029990,SAMC-048-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SOACHA..,Cundinamarca,Soacha,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,280441428,265398840,1,1,Mes(es),2023-10-23T00:00:00.000
CO1.BDOS.5002138,SAMC-CMC-CBA-011-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),SENA REGIONAL CUNDINAMARCA Grupo Administrativo CBA,Cundinamarca,Mosquera,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,450000000,449596386,2,75,día(s),2023-10-23T00:00:00.000
CO1.BDOS.5071344,MC-136-CENACTELEMATICA-2023,CENTRAL ADMINISTRATIVA Y CONTABLE TELEMATICA,Cundinamarca,Facatativá,Mínima cuantía,Obra,Seleccionado,59687055,38066593,13,0,día(s),2023-10-23T00:00:00.000
CO1.BDOS.5029048,SAMC 012-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE RICAURTE,Cundinamarca,Ricaurte,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,269797635,269797635,1,3,Mes(es),2023-10-20T00:00:00.000
CO1.BDOS.4986349,SA 2023-0876 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,522000000,493095562,3,4,Mes(es),2023-10-20T00:00:00.000
CO1.BDOS.4988191,SAMC_20_2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE VILLETA,Cundinamarca,Villeta,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,61986121,61983452,1,1,Mes(es),2023-10-19T00:00:00.000
CO1.BDOS.5050884,MC-2023-0894,ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Mínima cuantía,Obra,Seleccionado,44498974,44498946,2,2,Mes(es),2023-10-18T00:00:00.000
CO1.BDOS.5010813,FACATATIVA-SA-033-23 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE FACATATIVA,Cundinamarca,Facatativá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,95660000,95660000,12,2,Mes(es),2023-10-18T00:00:00.000
CO1.BDOS.4999799,SAMC-016-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDÍA MUNICIPAL DE MADRID CUNDINAMARCA,Cundinamarca,Madrid,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,300000000,278986649,8,2,Mes(es),2023-10-17T00:00:00.000
CO1.BDOS.5055513,MC 2023-0898,ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Mínima cuantía,Obra,Seleccionado,51932224,51929356,1,2,Mes(es),2023-10-17T00:00:00.000
CO1.BDOS.5054728,MC 040-2023,ALCALDIA MUNICIPAL DE CHIA,Cundinamarca,Chía,Mínima cuantía,Obra,Seleccionado,40070700,38022646,1,0,día(s),2023-10-17T00:00:00.000
CO1.BDOS.4975524,LPO-010-2023 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE LA CALERA CUNDINAMARCA,Cundinamarca,La Calera,Licitación pública Obra Publica,Obra,Seleccionado,476882785,449791659,14,4,Mes(es),2023-10-13T00:00:00.000
CO1.BDOS.4963730,FACATATIVA-SA-029-23 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE FACATATIVA,Cundinamarca,Facatativá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,119985185,118187861,5,2,Mes(es),2023-10-13T00:00:00.000
CO1.BDOS.4961999,SA-AMS-2023-0022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDÍA MUNICIPAL DE SOPO,Cundinamarca,Sopó,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,211701818,211634955,1,45,día(s),2023-10-12T00:00:00.000
CO1.BDOS.4992315,SIOP-SAMC-0004-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDÍA MUNICIPAL COTA,Cundinamarca,Cota,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,450000000,449748024,1,0,día(s),2023-10-12T00:00:00.000
CO1.BDOS.4980018,SAMC-008-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA DE TABIO,Cundinamarca,Tabio,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,200000000,190117481,4,3,Mes(es),2023-10-11T00:00:00.000
CO1.BDOS.4987326,LP-013-2023 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPIO DE CAJICA,Cundinamarca,Cajicá,Licitación pública Obra Publica,Obra,Seleccionado,647962932,610860384,7,45,día(s),2023-10-11T00:00:00.000
CO1.BDOS.4980018,SAMC-008-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA DE TABIO,Cundinamarca,Tabio,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,200000000,190117481,4,3,Mes(es),2023-10-11T00:00:00.000
CO1.BDOS.5031958,092-MC-CENACTOLEMAIDA-2023,CENAC TOLEMAIDA,Cundinamarca,Nilo,Mínima cuantía,Obra,Seleccionado,50000000,39401434,4,0,día(s),2023-10-10T00:00:00.000
CO1.BDOS.4982991,SAMC-005-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),CORPORACION PRODESARROLLO Y SEGURIDAD DEL MUNICIPIO DE GIRARDOT,Cundinamarca,Girardot,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,275197501,275188811,1,2,Mes(es),2023-10-10T00:00:00.000
CO1.BDOS.4972846,SAMC_18 DE 2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE VILLETA,Cundinamarca,Villeta,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,129244884,129244884,1,45,día(s),2023-10-07T00:00:00.000
CO1.BDOS.4984969,SAMC 19 DE 2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE VILLETA,Cundinamarca,Villeta,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,247227380,247226286,1,60,día(s),2023-10-07T00:00:00.000
CO1.BDOS.4955338,LP 11 DE 2023 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL DE VILLETA,Cundinamarca,Villeta,Licitación pública Obra Publica,Obra,Seleccionado,614673838,602001895,1,45,día(s),2023-10-03T00:00:00.000
CO1.BDOS.4948578,LP-015-2023 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPIO DE ZIPAQUIRA,Cundinamarca,Zipaquirá,Licitación pública Obra Publica,Obra,Seleccionado,1869112531,1765665595,24,2,Mes(es),2023-10-03T00:00:00.000
CO1.BDOS.4944607,SAMC-CMC-CBA-008-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),SENA REGIONAL CUNDINAMARCA Grupo Administrativo CBA,Cundinamarca,Mosquera,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,1159980195,1158243163,2,3,Mes(es),2023-10-03T00:00:00.000
CO1.BDOS.4945316,FACATATIVA-SA-027-23 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE FACATATIVA,Cundinamarca,Facatativá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,80000000,78399961,3,2,Mes(es),2023-10-02T00:00:00.000
CO1.BDOS.4944042,SAMC-047-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE ZIPAQUIRA,Cundinamarca,Zipaquirá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,271259071,269933232,1,2,Mes(es),2023-10-02T00:00:00.000
CO1.BDOS.5001203,IA-003-2023*,EPUXUA E.I.C.E.,Cundinamarca,Soacha,Contratación régimen especial (con ofertas),Obra,Seleccionado,12440073917,12297016642,1,8,Mes(es),2023-09-29T00:00:00.000
CO1.BDOS.4939762,LP 2023 - 0863 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Licitación pública Obra Publica,Obra,Seleccionado,1093455253,1042360630,42,3,Mes(es),2023-09-28T00:00:00.000
CO1.BDOS.4992383,IA-003-2023,EPUXUA E.I.C.E.,Cundinamarca,Soacha,Contratación régimen especial (con ofertas),Obra,Seleccionado,12520311810,12219815825,1,8,Mes(es),2023-09-27T00:00:00.000
CO1.BDOS.4942933,SAMC-016-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE FUNZA - ALCALDÍA DE FUNZA,Cundinamarca,Funza,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,250000000,250000000,1,5,Mes(es),2023-09-27T00:00:00.000
CO1.BDOS.4936680,SAMC-046-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE ZIPAQUIRA,Cundinamarca,Zipaquirá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,219971889,219951090,1,2,Mes(es),2023-09-26T00:00:00.000
