id_del_portafolio,referencia_del_proceso,entidad,departamento_entidad,ciudad_entidad,modalidad_de_contratacion,tipo_de_contrato,estado_del_procedimiento,precio_base,valor_total_adjudicacion,proveedores_unicos_con,duracion,unidad_de_duracion,fecha_de_publicacion_del
CO1.BDOS.10090460,PN ESSUM SA MC 029 2026_5 (Presentación de oferta),ESCUELA DE POLICIA DE PROVINCIA DE SUMAPAZ INTENDENTE MARITZA BONILLA RUIZ,Cundinamarca,Fusagasugá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,624723361,308381400,8,45,día(s),
CO1.BDOS.10074073,SA-MC-005-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE SUESCA +,Cundinamarca,Suesca,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,220000000,206800206,3,2,Mes(es),
CO1.BDOS.10124875,SAMC-005-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA DE SESQUILE,Cundinamarca,Sesquilé,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,98631116,93437448,6,120,día(s),
CO1.BDOS.10163521,CQ-SAMC-010-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE CAQUEZA,Cundinamarca,Caqueza,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000,99999993,2,1,Mes(es),
CO1.BDOS.10128723,SAMC.OP.002-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE LA CALERA CUNDINAMARCA,Cundinamarca,La Calera,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,350000000,331556511,5,30,día(s),
CO1.BDOS.10158964,SAMC-002-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE LENGUAZAQUE,Cundinamarca,Lenguazaque,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,200000000,200000000,1,2,Mes(es),
CO1.BDOS.10156720,MSIL-SAMC-012-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SILVANIA,Cundinamarca,Silvania,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,247085339,247082233,1,4,Mes(es),
CO1.BDOS.10126131,PSACC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO CARMEN DE CARUPA,Cundinamarca,No Definido,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,200000000,200000000,2,0,día(s),
CO1.BDOS.10117016,PN ESSUM SA MC. 026 2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ESCUELA DE POLICIA DE PROVINCIA DE SUMAPAZ INTENDENTE MARITZA BONILLA RUIZ,Cundinamarca,Fusagasugá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,2882230492,2777597674,4,6,Mes(es),
CO1.BDOS.10154912,SAMC 039-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE ANAPOIMA/,Cundinamarca,No Definido,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,153646036,153640325,3,2,Mes(es),
CO1.BDOS.10135743,SAMC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE VIOTÁ,Cundinamarca,Viotá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000,99993703,3,3,Mes(es),
CO1.BDOS.10103499,SAMC No 001-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE VIOTA,Cundinamarca,Viotá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,569343065,569335625,1,4,Mes(es),
CO1.BDOS.10173604,INVITACIÓN PÚBLICA DE OFERTAS,EMPRESAS PUBLICAS MUNICIPALES DE SIBATE S.C.A. E.S.P.,Cundinamarca,Sibaté,Contratación régimen especial (con ofertas),Obra,Seleccionado,318289474,317994834,0,4,Mes(es),
CO1.BDOS.10193737,MC 015-2026,ALCALDIA MUNICIPIO DE RICAURTE,Cundinamarca,Ricaurte,Mínima cuantía,Obra,Seleccionado,48620071,48573418,1,2,Mes(es),
CO1.BDOS.10173913,SAMC-CMC-CBA-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),SENA REGIONAL CUNDINAMARCA Grupo Administrativo CBA,Cundinamarca,Mosquera,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,427028339,69698776,1,7,Mes(es),
CO1.BDOS.10173230,SAMC-004-2026  (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE LENGUAZAQUE,Cundinamarca,Lenguazaque,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000,100000000,1,2,Mes(es),
CO1.BDOS.9333148,SAMC-037-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE COGUA,Cundinamarca,Cogua,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,200000000,199975470,1,3,Mes(es),
CO1.BDOS.10165097,MC-027-2026,MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Mínima cuantía,Obra,Seleccionado,42000000,42000000,2,0,día(s),
CO1.BDOS.10152613,LP-004-2026 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL DE GUADUAS,Cundinamarca,Guaduas,Licitación pública Obra Publica,Obra,Seleccionado,509592575,482649308,7,135,día(s),
CO1.BDOS.10116807,SAMC-009-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE VILLAGÓMEZ*,Cundinamarca,Villagómez,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,255000000,254868290,2,3,Mes(es),
CO1.BDOS.10090460,PN ESSUM SA MC 029 2026_5 (Presentación de oferta),ESCUELA DE POLICIA DE PROVINCIA DE SUMAPAZ INTENDENTE MARITZA BONILLA RUIZ,Cundinamarca,Fusagasugá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,624723361,316341961,8,45,día(s),
CO1.BDOS.10123852,SAMC-004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA DE SESQUILE,Cundinamarca,Sesquilé,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000,94742618,3,120,día(s),
CO1.BDOS.10129519,SA-MC-004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO MANTA CUNDINAMARCA,Cundinamarca,Manta,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,340000000,339119761,1,2,Mes(es),
CO1.BDOS.10130607,FACATATIVA-SA-003-26 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE FACATATIVA,Cundinamarca,Facatativá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,337860978,337523373,1,0,día(s),
CO1.BDOS.10051793,SAMC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE EL COLEGIO,Cundinamarca,El Colegio,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,256217569,245209400,1,3,Mes(es),
CO1.BDOS.10144773,SAMC-010-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE VILLAGÓMEZ*,Cundinamarca,Villagómez,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,295000000,294996401,1,3,Mes(es),
CO1.BDOS.10112129,SAMC 029-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE ANAPOIMA/,Cundinamarca,No Definido,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,130000000,129978257,3,3,Mes(es),
CO1.BDOS.10193092,ID-MC-005-2026,"INSTITUTO MUNICIPAL PARA EL DEPORTE, LA RECREACIÓN, LA EDUCACIÓN Y LA EDUCACIÓN FÍSICA EXTRAESCOLAR",Cundinamarca,Villapinzón,Mínima cuantía,Obra,Seleccionado,21955103,21955103,1,2,Mes(es),
CO1.BDOS.10166533,SAMC-007-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,489288547,489280636,2,0,día(s),
CO1.BDOS.10050554,SAMC-002-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE EL COLEGIO,Cundinamarca,El Colegio,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,291917886,291776178,1,3,Mes(es),
CO1.BDOS.10151819,SAMC-007-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE GACHANCIPA,Cundinamarca,Gachancipá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,359723776,359634594,2,0,día(s),
CO1.BDOS.10166192,SAMC-006-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA DE SESQUILE,Cundinamarca,Sesquilé,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000,99999974,1,90,día(s),
CO1.BDOS.10135675,SAMC-004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE VIOTÁ,Cundinamarca,Viotá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000,99994119,2,3,Mes(es),
CO1.BDOS.10211890,ID-MC-007-2026,"INSTITUTO MUNICIPAL PARA EL DEPORTE, LA RECREACIÓN, LA EDUCACIÓN Y LA EDUCACIÓN FÍSICA EXTRAESCOLAR",Cundinamarca,Villapinzón,Mínima cuantía,Obra,Seleccionado,13998414,13998414,2,1,Mes(es),
CO1.BDOS.10157620,CQ-SAMC-009-DE 2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE CAQUEZA,Cundinamarca,Caqueza,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,148149207,148144944,2,2,Mes(es),
CO1.BDOS.10133672,SAMC-002-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE VIOTÁ,Cundinamarca,Viotá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000,94657917,4,3,Mes(es),
CO1.BDOS.10158686,SAMC-004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE AGUA DE DIOS,Cundinamarca,Agua De Dios,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,350000000,349994748,1,0,día(s),
CO1.BDOS.10135680,SAMC-005-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE VIOTÁ,Cundinamarca,Viotá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000,93699603,1,3,Mes(es),
CO1.BDOS.10132039,SA-MC-005-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO MANTA CUNDINAMARCA,Cundinamarca,Manta,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,75000000,74472798,1,2,Mes(es),
CO1.BDOS.10844548,PMC-041-2026,MUNICIPIO DE TIBIRITA,Cundinamarca,Tibirita,Mínima cuantía,Obra,Seleccionado,25000000,21680000,2,3,día(s),2026-09-11T00:00:00.000
CO1.BDOS.10825533,SMIN-024-2026,ALCALDIA MUNICIPIO DE ZIPAQUIRA,Cundinamarca,Zipaquirá,Mínima cuantía,Obra,Seleccionado,48000000,47999961,1,2,Mes(es),2026-09-09T00:00:00.000
CO1.BDOS.10821148,MP-MC-013-2026,MUNICIPIO DE PANDI,Cundinamarca,No Definido,Mínima cuantía,Obra,Seleccionado,38985298,37493433,2,90,día(s),2026-09-08T00:00:00.000
CO1.BDOS.10694407,SAMC-017-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA DE SESQUILE,Cundinamarca,Sesquilé,Selección Abreviada de Menor Cuantía,Obra,Abierto,163675687,155682163,1,90,día(s),2026-09-07T00:00:00.000
CO1.BDOS.10443371,AMS-SAMC007-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SUBACHOQUE,Cundinamarca,Subachoque,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,131681473,131681346,1,4,Mes(es),2026-09-03T00:00:00.000
CO1.BDOS.10789612,MC-032-2026,MUNICIPIO DE MACHETA,Cundinamarca,Macheta,Mínima cuantía,Obra,Seleccionado,34253389,34253389,1,1,Mes(es),2026-09-02T00:00:00.000
CO1.BDOS.10714350,SA-MC-009-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO MANTA CUNDINAMARCA,Cundinamarca,Manta,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,225774881,225772623,3,2,Mes(es),2026-09-02T00:00:00.000
CO1.BDOS.10770556,RE-04-2026,INSTITUCION EDUCATIVA DEPARTAMENTAL FRANCISCO JULIAN OLAYA,Cundinamarca,La Mesa,Contratación régimen especial (con ofertas),Obra,Abierto,29551166,28922354,3,30,día(s),2026-09-01T00:00:00.000
CO1.BDOS.10317881,SAMC 012-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE NOCAIMA,Cundinamarca,Nocaima,Selección Abreviada de Menor Cuantía,Obra,Abierto,489851148,489579240,1,4,Mes(es),2026-09-01T00:00:00.000
CO1.BDOS.10752903,CD-116-CENAC TELEMÁTICA-2026,CENTRAL ADMINISTRATIVA Y CONTABLE TELEMATICA,Cundinamarca,Facatativá,Contratación Directa (con ofertas),Obra,Seleccionado,238050395,238050395,1,0,día(s),2026-09-01T00:00:00.000
CO1.BDOS.10616086,SAMC-008-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE ZIPAQUIRA,Cundinamarca,Zipaquirá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,310921130,310921130,1,119,día(s),2026-08-26T00:00:00.000
CO1.BDOS.10616086,SAMC-008-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE ZIPAQUIRA,Cundinamarca,Zipaquirá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,310921130,310921130,1,119,día(s),2026-08-26T00:00:00.000
CO1.BDOS.10732929,MC-015-2026,MUNICIPIO DE SAN FRANCISCO,Cundinamarca,San Francisco,Mínima cuantía,Obra,Seleccionado,41511868,39734010,4,1,Mes(es),2026-08-25T00:00:00.000
CO1.BDOS.10732929,MC-015-2026,MUNICIPIO DE SAN FRANCISCO,Cundinamarca,San Francisco,Mínima cuantía,Obra,Seleccionado,41511868,39734010,4,1,Mes(es),2026-08-25T00:00:00.000
CO1.BDOS.10623151,SAMC-016-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE VILLAGÓMEZ*,Cundinamarca,Villagómez,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,152000000,151938254,2,3,Mes(es),2026-08-21T00:00:00.000
CO1.BDOS.10712028,MC 2026-0624,ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Mínima cuantía,Obra,Seleccionado,28571420,24428564,2,3,Mes(es),2026-08-21T00:00:00.000
CO1.BDOS.10613570,FTIC-SAMC-016-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDÍA MUNICIPAL DE SASAIMA,Cundinamarca,Sasaima,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,490000000,489946423,2,0,día(s),2026-08-21T00:00:00.000
CO1.BDOS.10631103,SAMC-022-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE CAJICA,Cundinamarca,Cajicá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,509471934,476356249,2,4,Mes(es),2026-08-20T00:00:00.000
CO1.BDOS.10625403,SAMC-013-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE LA CALERA CUNDINAMARCA,Cundinamarca,La Calera,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,169037038,157246980,3,2,Mes(es),2026-08-19T00:00:00.000
CO1.BDOS.10575616,SAMC-014-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE COGUA,Cundinamarca,Cogua,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,161150400,161149728,1,3,Mes(es),2026-08-19T00:00:00.000
CO1.BDOS.10618315,SAMC-017-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,70202289,70202289,2,2,Mes(es),2026-08-19T00:00:00.000
CO1.BDOS.10565366,SAMC 008-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE GUASCA,Cundinamarca,Guasca,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,340521836,340521836,1,4,Mes(es),2026-08-18T00:00:00.000
CO1.BDOS.10685013,MIC-SP-003-2026,MUNICIPIO DE SIBATE,Cundinamarca,Sibaté,Mínima cuantía,Obra,Seleccionado,11035699,9853310,2,2,Mes(es),2026-08-18T00:00:00.000
CO1.BDOS.10575703,SAMC-009-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SAN FRANCISCO,Cundinamarca,San Francisco,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,434904387,434898324,2,3,Mes(es),2026-08-13T00:00:00.000
CO1.BDOS.10517683,LP-002-2026 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL DE EL COLEGIO,Cundinamarca,El Colegio,Licitación pública Obra Publica,Obra,Seleccionado,4635454545,4343525473,2,6,Mes(es),2026-08-11T00:00:00.000
CO1.BDOS.10604801,CD-CI-133-2026,ALCALDIA MUNICIPIO DE NOCAIMA,Cundinamarca,Nocaima,Contratación Directa (con ofertas),Obra,Seleccionado,49893739,49893739,1,5,Mes(es),2026-08-11T00:00:00.000
CO1.BDOS.10641462,MIC-065-2026,Alcaldía Municipal de Gachalá,Cundinamarca,Gachala,Mínima cuantía,Obra,Seleccionado,35000000,34999328,1,4,Mes(es),2026-08-10T00:00:00.000
CO1.BDOS.10529363,SAMC-011-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA DE TABIO,Cundinamarca,Tabio,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,299979365,299451798,3,120,día(s),2026-08-10T00:00:00.000
CO1.BDOS.10547424,SAMC-004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE TIBIRITA,Cundinamarca,Tibirita,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,292144635,288600919,1,5,Mes(es),2026-08-10T00:00:00.000
CO1.BDOS.10612230,MC-057-2026,ALCALDIA MUNICIPAL DE GUADUAS,Cundinamarca,Guaduas,Mínima cuantía,Obra,Seleccionado,8291160,8125388,1,1,Mes(es),2026-08-06T00:00:00.000
CO1.BDOS.10473251,LP-002-2026 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE APULO,Cundinamarca,Apulo,Licitación pública Obra Publica,Obra,Seleccionado,667086554,660646958,1,3,Mes(es),2026-08-04T00:00:00.000
CO1.BDOS.10274893,FTIC-SAMC-005-2026. (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDÍA MUNICIPAL DE SASAIMA,Cundinamarca,Sasaima,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,280000000,279900000,1,0,día(s),2026-08-04T00:00:00.000
CO1.BDOS.10508182,SAMC-SI-017-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SIBATE,Cundinamarca,Sibaté,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,300000000,280445999,7,115,día(s),2026-08-04T00:00:00.000
CO1.BDOS.10373868,SAMC 019-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE GIRARDOT,Cundinamarca,Girardot,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,780907725,780886574,1,2,Mes(es),2026-08-04T00:00:00.000
CO1.BDOS.10320839,LP-011-2026 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL DE GUADUAS,Cundinamarca,Guaduas,Licitación pública Obra Publica,Obra,Seleccionado,969663073,911483281,21,5,Mes(es),2026-08-03T00:00:00.000
CO1.BDOS.10457707,SAMC-022-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE UBATE,Cundinamarca,Villa De San Diego De Ubate,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,112688332,112686887,1,1,Mes(es),2026-08-03T00:00:00.000
CO1.BDOS.10598738,MC 2026-0573,ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Mínima cuantía,Obra,Seleccionado,75029239,70527485,2,3,Mes(es),2026-08-03T00:00:00.000
CO1.BDOS.10587540,SMC-OP-014-2026,MUNICIPIO DE LA CALERA CUNDINAMARCA,Cundinamarca,La Calera,Mínima cuantía,Obra,Seleccionado,37000000,32971423,2,1,Mes(es),2026-07-31T00:00:00.000
CO1.BDOS.10514917,SAMC-008-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SAN FRANCISCO,Cundinamarca,San Francisco,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,444725308,444723642,2,3,Mes(es),2026-07-31T00:00:00.000
CO1.BDOS.10488597,SAMC 004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE APULO,Cundinamarca,Apulo,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000,99785959,2,2,Mes(es),2026-07-30T00:00:00.000
CO1.BDOS.10488527,SAMC 003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE APULO,Cundinamarca,Apulo,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000,99941874,1,2,Mes(es),2026-07-30T00:00:00.000
CO1.BDOS.10476093,ALSAT SAMC 010-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SAN ANTONIO DEL TEQUENDAMA,Cundinamarca,San Antonio Del Tequendama,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,489398858,489296361,1,3,Mes(es),2026-07-30T00:00:00.000
CO1.BDOS.10457520,SA-MC-010-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),Alcaldía Municipal de Gachalá,Cundinamarca,Gachala,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,206981260,206785588,1,6,Mes(es),2026-07-30T00:00:00.000
CO1.BDOS.10457520,SA-MC-010-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),Alcaldía Municipal de Gachalá,Cundinamarca,Gachala,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,206981260,206785588,1,6,Mes(es),2026-07-30T00:00:00.000
CO1.BDOS.10447566,SAMC-006-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE MACHETA,Cundinamarca,Macheta,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,475880768,468460557,1,60,día(s),2026-07-29T00:00:00.000
CO1.BDOS.10568127,PMC-030-2026,MUNICIPIO DE TIBIRITA,Cundinamarca,Tibirita,Mínima cuantía,Obra,Seleccionado,29998680,19999727,7,2,Mes(es),2026-07-29T00:00:00.000
CO1.BDOS.10560459,SMC-034-2026,MUNICIPIO DE GACHANCIPA,Cundinamarca,Gachancipá,Mínima cuantía,Obra,Seleccionado,34239773,34239712,1,0,día(s),2026-07-28T00:00:00.000
CO1.BDOS.10438470,SAMC 015-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE NOCAIMA,Cundinamarca,Nocaima,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,432533337,432449528,3,4,Mes(es),2026-07-28T00:00:00.000
CO1.BDOS.10555509,MIC-SI-005-2026,MUNICIPIO DE SIBATE,Cundinamarca,Sibaté,Mínima cuantía,Obra,Seleccionado,49025000,41964259,8,2,Mes(es),2026-07-28T00:00:00.000
CO1.BDOS.10456920,SAMC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE TIBIRITA,Cundinamarca,Tibirita,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,200000000,196999829,3,3,Mes(es),2026-07-28T00:00:00.000
CO1.BDOS.10381226,MP-MC-010-2026_1,MUNICIPIO DE PANDI,Cundinamarca,No Definido,Mínima cuantía,Obra,Seleccionado,48979967,47076648,6,60,día(s),2026-07-27T00:00:00.000
CO1.BDOS.10431360,SAMC 2026-0547 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,281706060,269027631,2,5,Mes(es),2026-07-27T00:00:00.000
CO1.BDOS.10432175,SAMC 2026-0548 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,153543130,146172932,3,45,día(s),2026-07-27T00:00:00.000
CO1.BDOS.10404309,SAMC 015-2026 ALC-GTA (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE GUACHETÁ,Cundinamarca,Guachetá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,144687400,143352950,1,1,Mes(es),2026-07-24T00:00:00.000
CO1.BDOS.10431782,SAMC-021-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE CAJICA,Cundinamarca,Cajicá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,219636428,202622685,2,50,día(s),2026-07-24T00:00:00.000
CO1.BDOS.10396307,LP-SI-006-2026 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE SIBATE,Cundinamarca,Sibaté,Licitación pública Obra Publica,Obra,Seleccionado,2509106159,2361825363,21,130,día(s),2026-07-22T00:00:00.000
CO1.BDOS.10481785,CQ-MC-021-2026,MUNICIPIO DE CAQUEZA,Cundinamarca,Caqueza,Mínima cuantía,Obra,Seleccionado,49000000,49000000,1,5,Mes(es),2026-07-21T00:00:00.000
CO1.BDOS.10358181,SAMC 004-2026  (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE GUASCA,Cundinamarca,Guasca,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,120000000,119997600,1,6,Mes(es),2026-07-21T00:00:00.000
CO1.BDOS.10410602,SA-MC-001-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),INSTITUTO MUNICIPAL DE VIVIENDA DE INTERÉS SOCIAL CAJICA,Cundinamarca,Cajicá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,446104112,446102820,1,3,Mes(es),2026-07-21T00:00:00.000
CO1.BDOS.10385214,SAMC-007 -2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE GUASCA,Cundinamarca,Guasca,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,232592686,232589202,1,4,Mes(es),2026-07-21T00:00:00.000
CO1.BDOS.10514460,MIC-064-2026,Alcaldía Municipal de Gachalá,Cundinamarca,Gachala,Mínima cuantía,Obra,Seleccionado,49000000,49000000,1,3,Mes(es),2026-07-21T00:00:00.000
