id_del_portafolio,referencia_del_proceso,entidad,departamento_entidad,ciudad_entidad,modalidad_de_contratacion,tipo_de_contrato,estado_del_procedimiento,precio_base,valor_total_adjudicacion,proveedores_unicos_con,duracion,unidad_de_duracion,fecha_de_publicacion_del,sobrecosto_pesos,ratio_sobrecosto,tiene_sobrecosto,duracion_dias_prevista
CO1.BDOS.10090460,PN ESSUM SA MC 029 2026_5 (Presentación de oferta),ESCUELA DE POLICIA DE PROVINCIA DE SUMAPAZ INTENDENTE MARITZA BONILLA RUIZ,Cundinamarca,Fusagasugá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,624723361.0,308381400.0,8,45,día(s),,-316341961.0,-0.5063712688663167,0,45.0
CO1.BDOS.10074073,SA-MC-005-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE SUESCA +,Cundinamarca,Suesca,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,220000000.0,206800206.0,3,2,Mes(es),,-13199794.0,-0.059999063636363634,0,60.0
CO1.BDOS.10124875,SAMC-005-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA DE SESQUILE,Cundinamarca,Sesquilé,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,98631116.0,93437448.0,6,120,día(s),,-5193668.0,-0.052657500093581014,0,120.0
CO1.BDOS.10163521,CQ-SAMC-010-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE CAQUEZA,Cundinamarca,Caqueza,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000.0,99999993.0,2,1,Mes(es),,-7.0,-7e-08,0,30.0
CO1.BDOS.10128723,SAMC.OP.002-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE LA CALERA CUNDINAMARCA,Cundinamarca,La Calera,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,350000000.0,331556511.0,5,30,día(s),,-18443489.0,-0.05269568285714286,0,30.0
CO1.BDOS.10158964,SAMC-002-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE LENGUAZAQUE,Cundinamarca,Lenguazaque,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,200000000.0,200000000.0,1,2,Mes(es),,0.0,0.0,0,60.0
CO1.BDOS.10156720,MSIL-SAMC-012-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SILVANIA,Cundinamarca,Silvania,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,247085339.0,247082233.0,1,4,Mes(es),,-3106.0,-1.2570555633007428e-05,0,120.0
CO1.BDOS.10126131,PSACC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO CARMEN DE CARUPA,Cundinamarca,No Definido,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,200000000.0,200000000.0,2,0,día(s),,0.0,0.0,0,0.0
CO1.BDOS.10117016,PN ESSUM SA MC. 026 2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ESCUELA DE POLICIA DE PROVINCIA DE SUMAPAZ INTENDENTE MARITZA BONILLA RUIZ,Cundinamarca,Fusagasugá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,2882230492.0,2777597674.0,4,6,Mes(es),,-104632818.0,-0.03630272398075789,0,180.0
CO1.BDOS.10154912,SAMC 039-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE ANAPOIMA/,Cundinamarca,No Definido,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,153646036.0,153640325.0,3,2,Mes(es),,-5711.0,-3.716984927616356e-05,0,60.0
CO1.BDOS.10135743,SAMC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE VIOTÁ,Cundinamarca,Viotá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000.0,99993703.0,3,3,Mes(es),,-6297.0,-6.297e-05,0,90.0
CO1.BDOS.10103499,SAMC No 001-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE VIOTA,Cundinamarca,Viotá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,569343065.0,569335625.0,1,4,Mes(es),,-7440.0,-1.3067692323608087e-05,0,120.0
CO1.BDOS.10173604,INVITACIÓN PÚBLICA DE OFERTAS,EMPRESAS PUBLICAS MUNICIPALES DE SIBATE S.C.A. E.S.P.,Cundinamarca,Sibaté,Contratación régimen especial (con ofertas),Obra,Seleccionado,318289474.0,317994834.0,0,4,Mes(es),,-294640.0,-0.0009256982214875256,0,120.0
CO1.BDOS.10193737,MC 015-2026,ALCALDIA MUNICIPIO DE RICAURTE,Cundinamarca,Ricaurte,Mínima cuantía,Obra,Seleccionado,48620071.0,48573418.0,1,2,Mes(es),,-46653.0,-0.0009595419965552909,0,60.0
CO1.BDOS.10173913,SAMC-CMC-CBA-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),SENA REGIONAL CUNDINAMARCA Grupo Administrativo CBA,Cundinamarca,Mosquera,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,427028339.0,69698776.0,1,7,Mes(es),,-357329563.0,-0.8367818488037161,0,210.0
CO1.BDOS.10173230,SAMC-004-2026  (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE LENGUAZAQUE,Cundinamarca,Lenguazaque,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000.0,100000000.0,1,2,Mes(es),,0.0,0.0,0,60.0
CO1.BDOS.9333148,SAMC-037-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE COGUA,Cundinamarca,Cogua,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,200000000.0,199975470.0,1,3,Mes(es),,-24530.0,-0.00012265,0,90.0
CO1.BDOS.10165097,MC-027-2026,MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Mínima cuantía,Obra,Seleccionado,42000000.0,42000000.0,2,0,día(s),,0.0,0.0,0,0.0
CO1.BDOS.10152613,LP-004-2026 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL DE GUADUAS,Cundinamarca,Guaduas,Licitación pública Obra Publica,Obra,Seleccionado,509592575.0,482649308.0,7,135,día(s),,-26943267.0,-0.052872173422071546,0,135.0
CO1.BDOS.10116807,SAMC-009-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE VILLAGÓMEZ*,Cundinamarca,Villagómez,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,255000000.0,254868290.0,2,3,Mes(es),,-131710.0,-0.0005165098039215686,0,90.0
CO1.BDOS.10123852,SAMC-004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA DE SESQUILE,Cundinamarca,Sesquilé,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000.0,94742618.0,3,120,día(s),,-5257382.0,-0.05257382,0,120.0
CO1.BDOS.10129519,SA-MC-004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO MANTA CUNDINAMARCA,Cundinamarca,Manta,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,340000000.0,339119761.0,1,2,Mes(es),,-880239.0,-0.002588938235294118,0,60.0
CO1.BDOS.10130607,FACATATIVA-SA-003-26 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE FACATATIVA,Cundinamarca,Facatativá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,337860978.0,337523373.0,1,0,día(s),,-337605.0,-0.0009992423570146655,0,0.0
CO1.BDOS.10051793,SAMC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE EL COLEGIO,Cundinamarca,El Colegio,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,256217569.0,245209400.0,1,3,Mes(es),,-11008169.0,-0.0429641458349798,0,90.0
CO1.BDOS.10144773,SAMC-010-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE VILLAGÓMEZ*,Cundinamarca,Villagómez,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,295000000.0,294996401.0,1,3,Mes(es),,-3599.0,-1.22e-05,0,90.0
CO1.BDOS.10112129,SAMC 029-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE ANAPOIMA/,Cundinamarca,No Definido,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,130000000.0,129978257.0,3,3,Mes(es),,-21743.0,-0.00016725384615384615,0,90.0
CO1.BDOS.10193092,ID-MC-005-2026,"INSTITUTO MUNICIPAL PARA EL DEPORTE, LA RECREACIÓN, LA EDUCACIÓN Y LA EDUCACIÓN FÍSICA EXTRAESCOLAR",Cundinamarca,Villapinzón,Mínima cuantía,Obra,Seleccionado,21955103.0,21955103.0,1,2,Mes(es),,0.0,0.0,0,60.0
CO1.BDOS.10166533,SAMC-007-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,489288547.0,489280636.0,2,0,día(s),,-7911.0,-1.616837354666305e-05,0,0.0
CO1.BDOS.10050554,SAMC-002-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE EL COLEGIO,Cundinamarca,El Colegio,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,291917886.0,291776178.0,1,3,Mes(es),,-141708.0,-0.00048543788097999584,0,90.0
CO1.BDOS.10151819,SAMC-007-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE GACHANCIPA,Cundinamarca,Gachancipá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,359723776.0,359634594.0,2,0,día(s),,-89182.0,-0.0002479180025064565,0,0.0
CO1.BDOS.10166192,SAMC-006-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA DE SESQUILE,Cundinamarca,Sesquilé,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000.0,99999974.0,1,90,día(s),,-26.0,-2.6e-07,0,90.0
CO1.BDOS.10135675,SAMC-004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE VIOTÁ,Cundinamarca,Viotá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000.0,99994119.0,2,3,Mes(es),,-5881.0,-5.881e-05,0,90.0
CO1.BDOS.10211890,ID-MC-007-2026,"INSTITUTO MUNICIPAL PARA EL DEPORTE, LA RECREACIÓN, LA EDUCACIÓN Y LA EDUCACIÓN FÍSICA EXTRAESCOLAR",Cundinamarca,Villapinzón,Mínima cuantía,Obra,Seleccionado,13998414.0,13998414.0,2,1,Mes(es),,0.0,0.0,0,30.0
CO1.BDOS.10157620,CQ-SAMC-009-DE 2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE CAQUEZA,Cundinamarca,Caqueza,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,148149207.0,148144944.0,2,2,Mes(es),,-4263.0,-2.877504433756436e-05,0,60.0
CO1.BDOS.10133672,SAMC-002-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE VIOTÁ,Cundinamarca,Viotá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000.0,94657917.0,4,3,Mes(es),,-5342083.0,-0.05342083,0,90.0
CO1.BDOS.10158686,SAMC-004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE AGUA DE DIOS,Cundinamarca,Agua De Dios,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,350000000.0,349994748.0,1,0,día(s),,-5252.0,-1.5005714285714285e-05,0,0.0
CO1.BDOS.10135680,SAMC-005-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE VIOTÁ,Cundinamarca,Viotá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000.0,93699603.0,1,3,Mes(es),,-6300397.0,-0.06300397,0,90.0
CO1.BDOS.10132039,SA-MC-005-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO MANTA CUNDINAMARCA,Cundinamarca,Manta,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,75000000.0,74472798.0,1,2,Mes(es),,-527202.0,-0.00702936,0,60.0
CO1.BDOS.10844548,PMC-041-2026,MUNICIPIO DE TIBIRITA,Cundinamarca,Tibirita,Mínima cuantía,Obra,Seleccionado,25000000.0,21680000.0,2,3,día(s),2026-09-11,-3320000.0,-0.1328,0,3.0
CO1.BDOS.10825533,SMIN-024-2026,ALCALDIA MUNICIPIO DE ZIPAQUIRA,Cundinamarca,Zipaquirá,Mínima cuantía,Obra,Seleccionado,48000000.0,47999961.0,1,2,Mes(es),2026-09-09,-39.0,-8.125e-07,0,60.0
CO1.BDOS.10821148,MP-MC-013-2026,MUNICIPIO DE PANDI,Cundinamarca,No Definido,Mínima cuantía,Obra,Seleccionado,38985298.0,37493433.0,2,90,día(s),2026-09-08,-1491865.0,-0.03826737453693441,0,90.0
CO1.BDOS.10694407,SAMC-017-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA DE SESQUILE,Cundinamarca,Sesquilé,Selección Abreviada de Menor Cuantía,Obra,Abierto,163675687.0,155682163.0,1,90,día(s),2026-09-07,-7993524.0,-0.04883757720228784,0,90.0
CO1.BDOS.10443371,AMS-SAMC007-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SUBACHOQUE,Cundinamarca,Subachoque,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,131681473.0,131681346.0,1,4,Mes(es),2026-09-03,-127.0,-9.644485067386814e-07,0,120.0
CO1.BDOS.10789612,MC-032-2026,MUNICIPIO DE MACHETA,Cundinamarca,Macheta,Mínima cuantía,Obra,Seleccionado,34253389.0,34253389.0,1,1,Mes(es),2026-09-02,0.0,0.0,0,30.0
CO1.BDOS.10714350,SA-MC-009-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO MANTA CUNDINAMARCA,Cundinamarca,Manta,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,225774881.0,225772623.0,3,2,Mes(es),2026-09-02,-2258.0,-1.0001112568408352e-05,0,60.0
CO1.BDOS.10770556,RE-04-2026,INSTITUCION EDUCATIVA DEPARTAMENTAL FRANCISCO JULIAN OLAYA,Cundinamarca,La Mesa,Contratación régimen especial (con ofertas),Obra,Abierto,29551166.0,28922354.0,3,30,día(s),2026-09-01,-628812.0,-0.021278754279949564,0,30.0
CO1.BDOS.10317881,SAMC 012-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE NOCAIMA,Cundinamarca,Nocaima,Selección Abreviada de Menor Cuantía,Obra,Abierto,489851148.0,489579240.0,1,4,Mes(es),2026-09-01,-271908.0,-0.0005550829085736878,0,120.0
CO1.BDOS.10752903,CD-116-CENAC TELEMÁTICA-2026,CENTRAL ADMINISTRATIVA Y CONTABLE TELEMATICA,Cundinamarca,Facatativá,Contratación Directa (con ofertas),Obra,Seleccionado,238050395.0,238050395.0,1,0,día(s),2026-09-01,0.0,0.0,0,0.0
CO1.BDOS.10616086,SAMC-008-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE ZIPAQUIRA,Cundinamarca,Zipaquirá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,310921130.0,310921130.0,1,119,día(s),2026-08-26,0.0,0.0,0,119.0
CO1.BDOS.10732929,MC-015-2026,MUNICIPIO DE SAN FRANCISCO,Cundinamarca,San Francisco,Mínima cuantía,Obra,Seleccionado,41511868.0,39734010.0,4,1,Mes(es),2026-08-25,-1777858.0,-0.042827704115844654,0,30.0
CO1.BDOS.10623151,SAMC-016-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE VILLAGÓMEZ*,Cundinamarca,Villagómez,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,152000000.0,151938254.0,2,3,Mes(es),2026-08-21,-61746.0,-0.00040622368421052633,0,90.0
CO1.BDOS.10712028,MC 2026-0624,ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Mínima cuantía,Obra,Seleccionado,28571420.0,24428564.0,2,3,Mes(es),2026-08-21,-4142856.0,-0.14500000350000106,0,90.0
CO1.BDOS.10613570,FTIC-SAMC-016-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDÍA MUNICIPAL DE SASAIMA,Cundinamarca,Sasaima,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,490000000.0,489946423.0,2,0,día(s),2026-08-21,-53577.0,-0.00010934081632653062,0,0.0
CO1.BDOS.10631103,SAMC-022-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE CAJICA,Cundinamarca,Cajicá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,509471934.0,476356249.0,2,4,Mes(es),2026-08-20,-33115685.0,-0.06500001823456678,0,120.0
CO1.BDOS.10625403,SAMC-013-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE LA CALERA CUNDINAMARCA,Cundinamarca,La Calera,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,169037038.0,157246980.0,3,2,Mes(es),2026-08-19,-11790058.0,-0.06974837076830463,0,60.0
CO1.BDOS.10575616,SAMC-014-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE COGUA,Cundinamarca,Cogua,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,161150400.0,161149728.0,1,3,Mes(es),2026-08-19,-672.0,-4.170017573645489e-06,0,90.0
CO1.BDOS.10618315,SAMC-017-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,70202289.0,70202289.0,2,2,Mes(es),2026-08-19,0.0,0.0,0,60.0
CO1.BDOS.10565366,SAMC 008-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE GUASCA,Cundinamarca,Guasca,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,340521836.0,340521836.0,1,4,Mes(es),2026-08-18,0.0,0.0,0,120.0
CO1.BDOS.10685013,MIC-SP-003-2026,MUNICIPIO DE SIBATE,Cundinamarca,Sibaté,Mínima cuantía,Obra,Seleccionado,11035699.0,9853310.0,2,2,Mes(es),2026-08-18,-1182389.0,-0.10714219371151751,0,60.0
CO1.BDOS.10575703,SAMC-009-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SAN FRANCISCO,Cundinamarca,San Francisco,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,434904387.0,434898324.0,2,3,Mes(es),2026-08-13,-6063.0,-1.394099526524206e-05,0,90.0
CO1.BDOS.10517683,LP-002-2026 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL DE EL COLEGIO,Cundinamarca,El Colegio,Licitación pública Obra Publica,Obra,Seleccionado,4635454545.0,4343525473.0,2,6,Mes(es),2026-08-11,-291929072.0,-0.0629774424850929,0,180.0
CO1.BDOS.10604801,CD-CI-133-2026,ALCALDIA MUNICIPIO DE NOCAIMA,Cundinamarca,Nocaima,Contratación Directa (con ofertas),Obra,Seleccionado,49893739.0,49893739.0,1,5,Mes(es),2026-08-11,0.0,0.0,0,150.0
CO1.BDOS.10641462,MIC-065-2026,Alcaldía Municipal de Gachalá,Cundinamarca,Gachala,Mínima cuantía,Obra,Seleccionado,35000000.0,34999328.0,1,4,Mes(es),2026-08-10,-672.0,-1.92e-05,0,120.0
CO1.BDOS.10529363,SAMC-011-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA DE TABIO,Cundinamarca,Tabio,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,299979365.0,299451798.0,3,120,día(s),2026-08-10,-527567.0,-0.0017586776343766178,0,120.0
CO1.BDOS.10547424,SAMC-004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE TIBIRITA,Cundinamarca,Tibirita,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,292144635.0,288600919.0,1,5,Mes(es),2026-08-10,-3543716.0,-0.012130005399551492,0,150.0
CO1.BDOS.10612230,MC-057-2026,ALCALDIA MUNICIPAL DE GUADUAS,Cundinamarca,Guaduas,Mínima cuantía,Obra,Seleccionado,8291160.0,8125388.0,1,1,Mes(es),2026-08-06,-165772.0,-0.019993824748286128,0,30.0
CO1.BDOS.10473251,LP-002-2026 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE APULO,Cundinamarca,Apulo,Licitación pública Obra Publica,Obra,Seleccionado,667086554.0,660646958.0,1,3,Mes(es),2026-08-04,-6439596.0,-0.009653314043562629,0,90.0
CO1.BDOS.10274893,FTIC-SAMC-005-2026. (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDÍA MUNICIPAL DE SASAIMA,Cundinamarca,Sasaima,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,280000000.0,279900000.0,1,0,día(s),2026-08-04,-100000.0,-0.00035714285714285714,0,0.0
CO1.BDOS.10508182,SAMC-SI-017-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SIBATE,Cundinamarca,Sibaté,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,300000000.0,280445999.0,7,115,día(s),2026-08-04,-19554001.0,-0.06518000333333333,0,115.0
CO1.BDOS.10373868,SAMC 019-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE GIRARDOT,Cundinamarca,Girardot,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,780907725.0,780886574.0,1,2,Mes(es),2026-08-04,-21151.0,-2.708514632762789e-05,0,60.0
CO1.BDOS.10320839,LP-011-2026 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL DE GUADUAS,Cundinamarca,Guaduas,Licitación pública Obra Publica,Obra,Seleccionado,969663073.0,911483281.0,21,5,Mes(es),2026-08-03,-58179792.0,-0.0600000078583997,0,150.0
CO1.BDOS.10457707,SAMC-022-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE UBATE,Cundinamarca,Villa De San Diego De Ubate,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,112688332.0,112686887.0,1,1,Mes(es),2026-08-03,-1445.0,-1.2822977981429347e-05,0,30.0
CO1.BDOS.10598738,MC 2026-0573,ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Mínima cuantía,Obra,Seleccionado,75029239.0,70527485.0,2,3,Mes(es),2026-08-03,-4501754.0,-0.05999999546843331,0,90.0
CO1.BDOS.10587540,SMC-OP-014-2026,MUNICIPIO DE LA CALERA CUNDINAMARCA,Cundinamarca,La Calera,Mínima cuantía,Obra,Seleccionado,37000000.0,32971423.0,2,1,Mes(es),2026-07-31,-4028577.0,-0.10888045945945946,0,30.0
CO1.BDOS.10514917,SAMC-008-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SAN FRANCISCO,Cundinamarca,San Francisco,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,444725308.0,444723642.0,2,3,Mes(es),2026-07-31,-1666.0,-3.7461326576899013e-06,0,90.0
CO1.BDOS.10488597,SAMC 004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE APULO,Cundinamarca,Apulo,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000.0,99785959.0,2,2,Mes(es),2026-07-30,-214041.0,-0.00214041,0,60.0
CO1.BDOS.10488527,SAMC 003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE APULO,Cundinamarca,Apulo,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000.0,99941874.0,1,2,Mes(es),2026-07-30,-58126.0,-0.00058126,0,60.0
CO1.BDOS.10476093,ALSAT SAMC 010-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SAN ANTONIO DEL TEQUENDAMA,Cundinamarca,San Antonio Del Tequendama,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,489398858.0,489296361.0,1,3,Mes(es),2026-07-30,-102497.0,-0.00020943448952633233,0,90.0
CO1.BDOS.10457520,SA-MC-010-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),Alcaldía Municipal de Gachalá,Cundinamarca,Gachala,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,206981260.0,206785588.0,1,6,Mes(es),2026-07-30,-195672.0,-0.0009453609471698066,0,180.0
CO1.BDOS.10447566,SAMC-006-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE MACHETA,Cundinamarca,Macheta,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,475880768.0,468460557.0,1,60,día(s),2026-07-29,-7420211.0,-0.015592584317254863,0,60.0
CO1.BDOS.10568127,PMC-030-2026,MUNICIPIO DE TIBIRITA,Cundinamarca,Tibirita,Mínima cuantía,Obra,Seleccionado,29998680.0,19999727.0,7,2,Mes(es),2026-07-29,-9998953.0,-0.33331309910969414,0,60.0
CO1.BDOS.10560459,SMC-034-2026,MUNICIPIO DE GACHANCIPA,Cundinamarca,Gachancipá,Mínima cuantía,Obra,Seleccionado,34239773.0,34239712.0,1,0,día(s),2026-07-28,-61.0,-1.7815538671941546e-06,0,0.0
CO1.BDOS.10438470,SAMC 015-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE NOCAIMA,Cundinamarca,Nocaima,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,432533337.0,432449528.0,3,4,Mes(es),2026-07-28,-83809.0,-0.0001937630994671747,0,120.0
CO1.BDOS.10555509,MIC-SI-005-2026,MUNICIPIO DE SIBATE,Cundinamarca,Sibaté,Mínima cuantía,Obra,Seleccionado,49025000.0,41964259.0,8,2,Mes(es),2026-07-28,-7060741.0,-0.14402327383987762,0,60.0
CO1.BDOS.10456920,SAMC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE TIBIRITA,Cundinamarca,Tibirita,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,200000000.0,196999829.0,3,3,Mes(es),2026-07-28,-3000171.0,-0.015000855,0,90.0
CO1.BDOS.10381226,MP-MC-010-2026_1,MUNICIPIO DE PANDI,Cundinamarca,No Definido,Mínima cuantía,Obra,Seleccionado,48979967.0,47076648.0,6,60,día(s),2026-07-27,-1903319.0,-0.03885913193857399,0,60.0
CO1.BDOS.10431360,SAMC 2026-0547 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,281706060.0,269027631.0,2,5,Mes(es),2026-07-27,-12678429.0,-0.04500587953272997,0,150.0
