id_del_portafolio,referencia_del_proceso,entidad,departamento_entidad,ciudad_entidad,modalidad_de_contratacion,tipo_de_contrato,estado_del_procedimiento,precio_base,valor_total_adjudicacion,proveedores_unicos_con,duracion,unidad_de_duracion,fecha_de_publicacion_del,sobrecosto_pesos,ratio_sobrecosto,tiene_sobrecosto,duracion_dias_prevista
CO1.BDOS.9187580,MIC-105-2025,Alcaldía Municipal de Gachalá,Cundinamarca,Gachala,Mínima cuantía,Obra,Seleccionado,39858000.0,39855436.0,1,0,día(s),2025-11-28,-2564.0,-6.432836569822871e-05,0,0.0
CO1.BDOS.9179529,CMC-028-2025,MUNICIPIO DE CUCUNUBÁ,Cundinamarca,Cucunubá,Mínima cuantía,Obra,Seleccionado,39844574.0,37817593.0,1,45,día(s),2025-11-27,-2026981.0,-0.050872196550526556,0,45.0
CO1.BDOS.9168084,SMC 056-2025,ALCALDIA MUNICIPIO DE NOCAIMA,Cundinamarca,Nocaima,Mínima cuantía,Obra,Seleccionado,31917525.0,31914977.0,1,20,día(s),2025-11-27,-2548.0,-7.983075128788965e-05,0,20.0
CO1.BDOS.9097789,SAMC-009-2025 copia (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA DE TABIO,Cundinamarca,Tabio,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,181354500.0,171959452.0,2,30,día(s),2025-11-27,-9395048.0,-0.05180487939367372,0,30.0
CO1.BDOS.9098731,SAMC-011-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA DE TABIO,Cundinamarca,Tabio,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,285000000.0,284983864.0,1,30,día(s),2025-11-27,-16136.0,-5.6617543859649126e-05,0,30.0
CO1.BDOS.9170099,MC-054-2025,MUNICIPIO DE MACHETA,Cundinamarca,Macheta,Mínima cuantía,Obra,Seleccionado,22000000.0,21259965.0,1,0,día(s),2025-11-26,-740035.0,-0.03363795454545455,0,0.0
CO1.BDOS.9069667,SAMC-011-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE VILLAGÓMEZ*,Cundinamarca,Villagómez,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,126000000.0,125196283.0,1,0,día(s),2025-11-26,-803717.0,-0.006378706349206349,0,0.0
CO1.BDOS.9171786,MC-078-2025,MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Mínima cuantía,Obra,Seleccionado,38481076.0,38481076.0,2,0,día(s),2025-11-26,0.0,0.0,0,0.0
CO1.BDOS.9163197,MC-38-2025,MUNICIPIO DE CHOCONTÁ,Cundinamarca,Chocontá,Mínima cuantía,Obra,Seleccionado,39800000.0,39734808.0,1,20,día(s),2025-11-25,-65192.0,-0.0016379899497487437,0,20.0
CO1.BDOS.8983443,LP-018-2025 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPIO DE LA VEGA CUNDINAMARCA,Cundinamarca,La Vega,Licitación pública Obra Publica,Obra,Seleccionado,532000000.0,531844743.0,2,5,Mes(es),2025-11-25,-155257.0,-0.0002918364661654135,0,150.0
CO1.BDOS.8983237,LP-019-2025 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPIO DE LA VEGA CUNDINAMARCA,Cundinamarca,La Vega,Licitación pública Obra Publica,Obra,Seleccionado,509234281.0,509133772.0,2,5,Mes(es),2025-11-25,-100509.0,-0.00019737280805728002,0,150.0
CO1.BDOS.9085191,SAMC-044-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE CAJICA,Cundinamarca,Cajicá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,599567380.0,599567191.0,1,6,Mes(es),2025-11-25,-189.0,-3.152272893832216e-07,0,180.0
CO1.BDOS.9165110,MIC-097-2025,Alcaldía Municipal de Gachalá,Cundinamarca,Gachala,Mínima cuantía,Obra,Seleccionado,25000000.0,25000000.0,1,30,día(s),2025-11-25,0.0,0.0,0,30.0
CO1.BDOS.8989826,SAMC-010-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE TIBIRITA,Cundinamarca,Tibirita,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,200000000.0,93062602.0,3,1,Mes(es),2025-11-25,-106937398.0,-0.53468699,0,30.0
CO1.BDOS.9054407,SAMC-010-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE VILLAGÓMEZ*,Cundinamarca,Villagómez,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,114713188.0,114612802.0,1,0,día(s),2025-11-25,-100386.0,-0.0008751042643850156,0,0.0
CO1.BDOS.9043002,LP-0014-2025 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE FUNZA - ALCALDÍA DE FUNZA,Cundinamarca,Funza,Licitación pública Obra Publica,Obra,Seleccionado,33061188475.0,29756997937.0,12,15,Mes(es),2025-11-24,-3304190538.0,-0.09994167452566147,0,450.0
CO1.BDOS.9050362,SAMC-011-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE LENGUAZAQUE,Cundinamarca,Lenguazaque,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,169995034.0,169995034.0,2,13,día(s),2025-11-24,0.0,0.0,0,13.0
CO1.BDOS.8970875,LP-016-2025 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPIO DE LA VEGA CUNDINAMARCA,Cundinamarca,La Vega,Licitación pública Obra Publica,Obra,Seleccionado,500000000.0,499861732.0,1,5,Mes(es),2025-11-24,-138268.0,-0.000276536,0,150.0
CO1.BDOS.9019419,LP-0013-2025. (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE FUNZA - ALCALDÍA DE FUNZA,Cundinamarca,Funza,Licitación pública Obra Publica,Obra,Seleccionado,3957333435.0,3707612766.0,28,5,Mes(es),2025-11-24,-249720669.0,-0.06310326716252557,0,150.0
CO1.BDOS.8983159,LP-017-2025 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPIO DE LA VEGA CUNDINAMARCA,Cundinamarca,La Vega,Licitación pública Obra Publica,Obra,Seleccionado,500000000.0,499895389.0,2,5,Mes(es),2025-11-24,-104611.0,-0.000209222,0,150.0
CO1.BDOS.9015054,SA-MC-011-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO MANTA CUNDINAMARCA,Cundinamarca,Manta,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,944761058.0,944761058.0,1,1,Mes(es),2025-11-24,0.0,0.0,0,30.0
CO1.BDOS.9043057,SAMC-024-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE COGUA,Cundinamarca,Cogua,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,201553528.0,201553528.0,1,29,día(s),2025-11-21,0.0,0.0,0,29.0
CO1.BDOS.9094475,SAMC-010-2025 (Presentación de oferta),MUNICIPIO DE APULO,Cundinamarca,Apulo,Seleccion Abreviada Menor Cuantia Sin Manifestacion Interes,Obra,Seleccionado,624000000.0,624000000.0,1,0,día(s),2025-11-21,0.0,0.0,0,0.0
CO1.BDOS.8930873,LP-016-2025 (Fase de Selección (Presentación de ofertas)),ALCALDÍA MUNICIPAL DE MADRID CUNDINAMARCA,Cundinamarca,Madrid,Licitación pública Obra Publica,Obra,Seleccionado,1280956902.0,1272102879.0,2,4,Mes(es),2025-11-21,-8854023.0,-0.00691203816941532,0,120.0
CO1.BDOS.9065441,SAMC-031-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE COGUA,Cundinamarca,Cogua,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,268300000.0,268287969.0,1,21,día(s),2025-11-21,-12031.0,-4.484159522922102e-05,0,21.0
CO1.BDOS.8967124,LP-015-2025 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPIO DE LA VEGA CUNDINAMARCA,Cundinamarca,La Vega,Licitación pública Obra Publica,Obra,Seleccionado,6500000000.0,6049247636.0,31,7,día(s),2025-11-21,-450752364.0,-0.06934651753846154,0,7.0
CO1.BDOS.9145816,SMC 052-2025,ALCALDIA MUNICIPIO DE NOCAIMA,Cundinamarca,Nocaima,Mínima cuantía,Obra,Seleccionado,39850000.0,39819501.0,1,20,día(s),2025-11-21,-30499.0,-0.00076534504391468,0,20.0
CO1.BDOS.9043548,SAMC-023-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE GUADUAS,Cundinamarca,Guaduas,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000.0,99999625.0,1,2,Mes(es),2025-11-20,-375.0,-3.75e-06,0,60.0
CO1.BDOS.9132437,SMC-013-2025,MUNICIPIO DE LA CALERA CUNDINAMARCA,Cundinamarca,La Calera,Mínima cuantía,Obra,Seleccionado,39857880.0,39857880.0,11,0,día(s),2025-11-20,0.0,0.0,0,0.0
CO1.BDOS.9012378,LP 002 DE 2025 (Fase de Selección (Presentación de ofertas)),ALCALDIA DE GAMA,Cundinamarca,Gama,Licitación pública Obra Publica,Obra,Seleccionado,713926961.0,713925150.0,1,6,Mes(es),2025-11-20,-1811.0,-2.5366740562134338e-06,0,180.0
CO1.BDOS.8956980,LP-009-2025 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE SOACHA..,Cundinamarca,Soacha,Licitación pública Obra Publica,Obra,Seleccionado,8545073975.0,7967589880.0,41,6,Mes(es),2025-11-20,-577484095.0,-0.06758093571682626,0,180.0
CO1.BDOS.9130360,IC-014-2025,CATEDRAL DE SAL DE ZIPAQUIRÁ SASEM,Cundinamarca,Zipaquirá,Contratación régimen especial (con ofertas),Obra,Seleccionado,770067747.0,770000000.0,1,4,Mes(es),2025-11-19,-67747.0,-8.797537653528034e-05,0,120.0
CO1.BDOS.9129907,MC-076-2025,MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Mínima cuantía,Obra,Seleccionado,39858000.0,39858000.0,2,0,día(s),2025-11-19,0.0,0.0,0,0.0
CO1.BDOS.9056786,SAMC. 021-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE BOJACA,Cundinamarca,Bojacá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000.0,100000000.0,1,1,Mes(es),2025-11-19,0.0,0.0,0,30.0
CO1.BDOS.9015906,SA-MC-033-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),Alcaldía Municipal de Gachalá,Cundinamarca,Gachala,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,120000000.0,120000000.0,1,15,día(s),2025-11-19,0.0,0.0,0,15.0
CO1.BDOS.8978763,SAMC-008-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE LA CALERA CUNDINAMARCA,Cundinamarca,La Calera,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,178900099.0,157430733.0,7,1,Mes(es),2025-11-18,-21469366.0,-0.120007569140585,0,30.0
CO1.BDOS.9053269,SAMC-021-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,240000000.0,239999014.0,1,0,día(s),2025-11-18,-986.0,-4.1083333333333335e-06,0,0.0
CO1.BDOS.9012342,SAMC-009-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE SUTATAUSA,Cundinamarca,Sutatausa,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,78153484.0,78150436.0,1,1,Mes(es),2025-11-18,-3048.0,-3.900018072130988e-05,0,30.0
CO1.BDOS.8992394,LP N 005 2025 (Fase de Selección (Presentación de ofertas)),ALCALDIA DE SESQUILE,Cundinamarca,Sesquilé,Licitación pública Obra Publica,Obra,Seleccionado,1093439128.0,1029629712.0,61,105,día(s),2025-11-18,-63809416.0,-0.05835662394550783,0,105.0
CO1.BDOS.9122995,MC-049-2025,MUNICIPIO DE MACHETA,Cundinamarca,Macheta,Mínima cuantía,Obra,Seleccionado,38675786.0,35421615.0,2,30,día(s),2025-11-18,-3254171.0,-0.08413975090254146,0,30.0
CO1.BDOS.9120728,IERLADP-MC-05-2025,INSTITUCION EDUCATIVA RURAL LUIS ANTONIO DUQUE PEÑA,Cundinamarca,Girardot,Mínima cuantía,Obra,Seleccionado,39591081.0,34130159.0,6,30,día(s),2025-11-18,-5460922.0,-0.1379331370113385,0,30.0
CO1.BDOS.9054126,SAMC-022-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000.0,100000000.0,2,0,día(s),2025-11-18,0.0,0.0,0,0.0
CO1.BDOS.9026470,SAMC-009-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE VILLAGÓMEZ*,Cundinamarca,Villagómez,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,335292000.0,334456452.0,3,3,Mes(es),2025-11-14,-835548.0,-0.0024920010021115923,0,90.0
CO1.BDOS.9108323,SMC 050-2025,ALCALDIA MUNICIPIO DE NOCAIMA,Cundinamarca,Nocaima,Mínima cuantía,Obra,Seleccionado,39850500.0,39840431.0,1,1,Mes(es),2025-11-14,-10069.0,-0.0002526693517019862,0,30.0
CO1.BDOS.8977851,SAMC-019-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDÍA MUNICIPAL DE MADRID CUNDINAMARCA,Cundinamarca,Madrid,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,261915355.0,241804867.0,3,3,Mes(es),2025-11-14,-20110488.0,-0.0767823940677323,0,90.0
CO1.BDOS.8941734,SAMC-007-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE CAPARRAPI*,Cundinamarca,Caparrapí,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,398000000.0,398000000.0,1,40,día(s),2025-11-14,0.0,0.0,0,40.0
CO1.BDOS.9011772,SAMC 013 MT 2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE TOCANCIPA,Cundinamarca,Tocancipá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,70000000.0,67899412.0,3,30,día(s),2025-11-14,-2100588.0,-0.0300084,0,30.0
CO1.BDOS.9035568,SAMC-009-2025 (Presentación de oferta),MUNICIPIO DE APULO,Cundinamarca,Apulo,Seleccion Abreviada Menor Cuantia Sin Manifestacion Interes,Obra,Seleccionado,909090874.0,909000000.0,1,31,día(s),2025-11-14,-90874.0,-9.996140385851019e-05,0,31.0
CO1.BDOS.9093729,MC-048-2025,MUNICIPIO DE MACHETA,Cundinamarca,Macheta,Mínima cuantía,Obra,Seleccionado,39561078.0,39008140.0,1,0,día(s),2025-11-12,-552938.0,-0.013976818326335799,0,0.0
CO1.BDOS.8916872,SAMC-008-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE CUCUNUBÁ,Cundinamarca,Cucunubá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,300000000.0,299608250.0,2,30,día(s),2025-11-12,-391750.0,-0.0013058333333333333,0,30.0
CO1.BDOS.9085644,MC 2025-0915,ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Mínima cuantía,Obra,Seleccionado,36092187.0,31196837.0,6,1,Mes(es),2025-11-12,-4895350.0,-0.1356346180961547,0,30.0
CO1.BDOS.8988167,LP-0012-2025 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE FUNZA - ALCALDÍA DE FUNZA,Cundinamarca,Funza,Licitación pública Obra Publica,Obra,Seleccionado,6782621819.0,6372256488.0,17,8,Mes(es),2025-11-12,-410365331.0,-0.060502463789216906,0,240.0
CO1.BDOS.8978137,SAMC-001-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),"INSTITUTO MUNICIPAL DE CULTURA, RECREACION Y DEPORTE DE ZIPAQUIRA",Cundinamarca,Zipaquirá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,138000000.0,132738178.0,2,54,día(s),2025-11-12,-5261822.0,-0.03812914492753623,0,54.0
CO1.BDOS.8992114,SA-012 - 2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE LA MESA,Cundinamarca,La Mesa,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,59346917.0,59346917.0,1,30,día(s),2025-11-11,0.0,0.0,0,30.0
CO1.BDOS.8997698,PSACC 010-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO CARMEN DE CARUPA,Cundinamarca,No Definido,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,153135735.0,151604378.0,1,45,día(s),2025-11-11,-1531357.0,-0.009999997714445945,0,45.0
CO1.BDOS.8963201,9375. (Fase de Selección (Presentación de ofertas)),ALCALDÍA MUNICIPAL DE SOPO,Cundinamarca,Sopó,Licitación pública Obra Publica,Obra,Seleccionado,3034467825.0,2867526701.0,29,165,día(s),2025-11-11,-166941124.0,-0.055014959336403574,0,165.0
CO1.BDOS.8966995,SAMC-028-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE COGUA,Cundinamarca,Cogua,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,62795831.0,62729325.0,1,41,día(s),2025-11-10,-66506.0,-0.0010590830464525583,0,41.0
CO1.BDOS.8941607,SAMC-038-2025   (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE UBATE,Cundinamarca,Villa De San Diego De Ubate,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000.0,99998630.0,1,38,día(s),2025-11-10,-1370.0,-1.37e-05,0,38.0
CO1.BDOS.8995638,SAMC-004-2025  (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),IDUVI,Cundinamarca,Chía,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,389881786.0,389822795.0,3,30,día(s),2025-11-10,-58991.0,-0.00015130483679481248,0,30.0
CO1.BDOS.9078897,MC-033-2025,MUNICIPIO DE VENECIA CUNDINAMARCA,Cundinamarca,Venecia,Mínima cuantía,Obra,Seleccionado,32347730.0,31798858.0,4,43,día(s),2025-11-10,-548872.0,-0.016967867606165872,0,43.0
CO1.BDOS.9076716,IEPS-MC-14-2025,INSTITUCION EDUCATIVA POLICARPA SALAVARRIETA,Cundinamarca,Girardot,Mínima cuantía,Obra,Seleccionado,34161499.0,31229788.0,5,75,día(s),2025-11-10,-2931711.0,-0.08581915565239101,0,75.0
CO1.BDOS.8983736,SAMC 022-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE NOCAIMA,Cundinamarca,Nocaima,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,181976742.0,181814718.0,1,45,día(s),2025-11-10,-162024.0,-0.0008903555378521943,0,45.0
CO1.BDOS.9072248,CUN-MC-04-2025,INSTITUTO COLOMBIANO AGROPECUARIO - SECCIONAL CUNDINAMARCA,Cundinamarca,Mosquera,Mínima cuantía,Obra,Seleccionado,64051245.0,51240999.0,11,1,Mes(es),2025-11-10,-12810246.0,-0.19999995316250294,0,30.0
CO1.BDOS.8986670,SAMC-020-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,350000000.0,350000000.0,2,0,día(s),2025-11-08,0.0,0.0,0,0.0
CO1.BDOS.8961434,LP-004-2025 (Fase de Selección (Presentación de ofertas)),ALCALDIA DE SESQUILE,Cundinamarca,Sesquilé,Licitación pública Obra Publica,Obra,Seleccionado,512249701.0,476531700.0,24,60,día(s),2025-11-07,-35718001.0,-0.06972771468733371,0,60.0
CO1.BDOS.8957186,LP-014-2025 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPIO DE LA VEGA CUNDINAMARCA,Cundinamarca,La Vega,Licitación pública Obra Publica,Obra,Seleccionado,490000000.0,489899887.0,1,4,Mes(es),2025-11-07,-100113.0,-0.00020431224489795918,0,120.0
CO1.BDOS.8879607,SAMC-022-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE GUADUAS,Cundinamarca,Guaduas,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,300000000.0,299999992.0,2,2,Mes(es),2025-11-06,-8.0,-2.6666666666666667e-08,0,60.0
CO1.BDOS.9055679,FACATATIVA-CI-031-25,ALCALDIA MUNICIPAL DE FACATATIVA,Cundinamarca,Facatativá,Contratación Directa (con ofertas),Obra,Seleccionado,2127758421.0,2127758421.0,0,12,Mes(es),2025-11-06,0.0,0.0,0,360.0
CO1.BDOS.9053431,FACATATIVA-CI-030-25,ALCALDIA MUNICIPAL DE FACATATIVA,Cundinamarca,Facatativá,Contratación Directa (con ofertas),Obra,Seleccionado,3311392265.0,3311392265.0,0,8,Mes(es),2025-11-06,0.0,0.0,0,240.0
CO1.BDOS.8950923,LP 016 2025 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPIO DE CAJICA,Cundinamarca,Cajicá,Licitación pública Obra Publica,Obra,Seleccionado,15604545455.0,14416722319.0,11,12,Mes(es),2025-11-05,-1187823136.0,-0.07612032913265016,0,360.0
CO1.BDOS.9043944,MC-072-2025,MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Mínima cuantía,Obra,Seleccionado,25574046.0,25574046.0,1,0,día(s),2025-11-05,0.0,0.0,0,0.0
CO1.BDOS.9035882,IPMC-019-2025,MUNICIPIO DE COGUA,Cundinamarca,Cogua,Mínima cuantía,Obra,Seleccionado,38999946.0,38975177.0,2,42,día(s),2025-11-04,-24769.0,-0.0006351034434765628,0,42.0
CO1.BDOS.8944569,MA-SAMC-011-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE ANOLAIMA,Cundinamarca,Anolaima,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,227209266.0,227209266.0,1,2,Mes(es),2025-11-04,0.0,0.0,0,60.0
CO1.BDOS.8923707,LP-013-2025 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPIO DE LA VEGA CUNDINAMARCA,Cundinamarca,La Vega,Licitación pública Obra Publica,Obra,Seleccionado,435000000.0,434896756.0,1,1,Mes(es),2025-11-01,-103244.0,-0.0002373425287356322,0,30.0
CO1.BDOS.8899476,SAMC-007-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE LA CALERA CUNDINAMARCA,Cundinamarca,La Calera,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,380368526.0,358144757.0,3,2,Mes(es),2025-11-01,-22223769.0,-0.05842693987777527,0,60.0
CO1.BDOS.8846789,SAMC-005-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE PUERTO SALGAR,Cundinamarca,Puerto Salgar,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,120310607.0,120310607.0,1,60,día(s),2025-10-31,0.0,0.0,0,60.0
CO1.BDOS.9016588,MC-045-2025,ALCALDIA MUNICIPAL DE GUADUAS,Cundinamarca,Guaduas,Mínima cuantía,Obra,Seleccionado,39800000.0,39647182.0,3,1,Mes(es),2025-10-31,-152818.0,-0.00383964824120603,0,30.0
CO1.BDOS.8942707,SAMC. 020-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE BOJACA,Cundinamarca,Bojacá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000.0,99998621.0,2,2,Mes(es),2025-10-31,-1379.0,-1.379e-05,0,60.0
CO1.BDOS.8928145,SAMC. 019-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE BOJACA,Cundinamarca,Bojacá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,51547736.0,51445889.0,1,2,Mes(es),2025-10-31,-101847.0,-0.0019757802748116816,0,60.0
CO1.BDOS.9012337,SMC 047-2025,ALCALDIA MUNICIPIO DE NOCAIMA,Cundinamarca,Nocaima,Mínima cuantía,Obra,Seleccionado,32917500.0,32917500.0,1,2,Mes(es),2025-10-30,0.0,0.0,0,60.0
CO1.BDOS.8819070,SAMC-021-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE GUADUAS,Cundinamarca,Guaduas,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,330000000.0,311503277.0,1,2,Mes(es),2025-10-30,-18496723.0,-0.05605067575757576,0,60.0
CO1.BDOS.8819306,SAMC-020-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE GUADUAS,Cundinamarca,Guaduas,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,300000000.0,297023273.0,2,2,Mes(es),2025-10-30,-2976727.0,-0.009922423333333333,0,60.0
CO1.BDOS.8936724,SA-MC-006-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE GACHETA,Cundinamarca,Gachetá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,119931822.0,119883496.0,1,2,Mes(es),2025-10-30,-48326.0,-0.00040294560020942566,0,60.0
CO1.BDOS.8930186,SAMC-025-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA DE SESQUILE,Cundinamarca,Sesquilé,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,398395895.0,374294611.0,6,60,día(s),2025-10-29,-24101284.0,-0.06049581409467083,0,60.0
CO1.BDOS.9002235,INV-PUB-MC-028-2025,ALCALDIA MUNICIPAL DE SUESCA +,Cundinamarca,Suesca,Mínima cuantía,Obra,Seleccionado,21000000.0,20749189.0,2,40,día(s),2025-10-29,-250811.0,-0.011943380952380952,0,40.0
CO1.BDOS.8914329,SAMC-037-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE CAJICA,Cundinamarca,Cajicá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,528089633.0,496402433.0,3,3,Mes(es),2025-10-29,-31687200.0,-0.06000345020974877,0,90.0
CO1.BDOS.9003882,INV-PUB-MC-029-2025,ALCALDIA MUNICIPAL DE SUESCA +,Cundinamarca,Suesca,Mínima cuantía,Obra,Seleccionado,30000000.0,27846910.0,1,1,Mes(es),2025-10-29,-2153090.0,-0.07176966666666666,0,30.0
CO1.BDOS.8885696,SAMC-034-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE UBATE,Cundinamarca,Villa De San Diego De Ubate,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,389778620.0,389778620.0,2,1,Mes(es),2025-10-28,0.0,0.0,0,30.0
CO1.BDOS.8892870,SAMC-036-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE UBATE,Cundinamarca,Villa De San Diego De Ubate,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,300000000.0,299103433.0,5,44,día(s),2025-10-28,-896567.0,-0.0029885566666666666,0,44.0
CO1.BDOS.8985308,CMC-033-2025,ALCALDIA MUNICIPAL TAUSA,Cundinamarca,Tausa,Mínima cuantía,Obra,Seleccionado,32560000.0,32037143.0,1,1,Mes(es),2025-10-27,-522857.0,-0.01605826167076167,0,30.0
